addr	how	frozen	evidence
00965120	callgraph	CSimpleEditBox::SetKeyboardFocus	only unmatched callee of 00976410=CSimpleEditBox_SetFocus
009651f0	callgraph	CSimpleEditBox::ClearKeyboardFocus	only unmatched callee of 00976450=CSimpleEditBox_ClearFocus
009654e0	callorder	CSimpleEditBox::RunOnTextSetScript	same slot between linked calls in 00966580=CSimpleEditBox::SetText
00965550	annotated	CSimpleEditBox::SetTextInsets	tag in src/ui/simple/CSimpleEditBox.cpp
00965580	annotated	CSimpleEditBox::GetTextInsets	tag in src/ui/simple/CSimpleEditBox.cpp
00965960	callgraph	CSimpleEditBox::Insert	only unmatched callee of 00975e10=CSimpleEditBox_Insert
00965f20	annotated	CSimpleEditBox::SetMultiLine	tag in src/ui/simple/CSimpleEditBox.cpp
00966580	callgraph	CSimpleEditBox::SetText	only unmatched callee of 00975e80=CSimpleEditBox_SetText, 00975f80=CSimpleEditBox_SetNumber
00966b10	sticky	TSBaseArray<CSimpleEditBox::HISTORYLINE>::operator[]	held from the previous run, where it was sticky
00966fd0	callgraph	CSimpleEditBox::SetHistoryLines	only unmatched callee of 00976770=CSimpleEditBox_SetHistoryLines
00967290	string	CSimpleEditBox::LoadXML	unique "autoFocus"
009690c0	callgraph	This	only unmatched callee of 009736f0=CSimpleScrollingMessageFrame_GetCurrentScroll
00969300	callgraph	CSimpleMessageFrame::MessageCount	only unmatched callee of 00973640=CSimpleScrollingMessageFrame_GetNumMessages
009698e0	callgraph	CSimpleScrollingMessageFrame::SetMaxLines	only unmatched callee of 009737f0=CSimpleScrollingMessageFrame_SetMaxLines
0096a920	callgraph	CSimpleScrollingMessageFrame::ScrollToTop	only unmatched callee of 009733f0=CSimpleScrollingMessageFrame_ScrollToTop
0096a950	callgraph	CSimpleScrollingMessageFrame::ScrollToBottom	only unmatched callee of 00973430=CSimpleScrollingMessageFrame_ScrollToBottom
0096b0b0	string	CSimpleScrollFrame::GetScriptByName	unique "OnHorizontalScroll"
0096b3a0	callorder	CSimpleScrollFrame::SetScrollChild	same slot between linked calls in 00972210=CSimpleScrollFrame_SetScrollChild
0096b920	string	CSimpleScrollFrame::LoadXML	unique "Frame %s: Scroll frame created without scroll child"
0096c470	callorder	CSimpleSlider::SetMinMaxValues	same slot between linked calls in 0096c500=CSimpleSlider::LoadXML
0096c500	string	CSimpleSlider::LoadXML	unique "ThumbTexture"
0096c770	annotated	CSimpleHTML::SetHyperlinkFormat	tag in src/ui/simple/CSimpleHTML.cpp
0096c9e0	string	CSimpleHTML::ParseP	score 0.50 shared align
0096d500	callgraph	CSimpleHTML::GetObjectType	only unmatched callee of 009751e0=CSimpleHTML_SetHyperlinksEnabled
0096d890	string	CSimpleHTML::SetText	unique "Frame %s: Unknown element type: %s (expected BODY)"
0096da40	string	CSimpleHTML::LoadXML	unique "FontStringHeader1"
0096dc50	string	CSimpleColorSelect::GetScriptByName	unique "OnColorSelect"
0096e880	string	CSimpleColorSelect::LoadXML	unique "ColorValueTexture"
0096e9c0	annotated	StringToClickAction	tag in src/ui/Util.cpp
0096f200	string	CSimpleButton::GetScriptByName	unique "OnClick"
0096f3c0	override	CSimpleButton::SetHighlight	
0096f4a0	override	CSimpleButton::SetFontString	
0096f530	string	GetButtonName	score 14.55 shared Button10; Button11; Button12
0096f860	callorder	CSimpleButton::SetText	same slot between linked calls in 00977960=CSimpleButton_SetText, 009779b0=CSimpleButton_SetFormattedText
0096f920	override	CSimpleButton::SetStateTexture	
0096fed0	string	CSimpleButton::LoadXML	unique "ButtonText"
00970660	table	CSimpleMovieFrame_StartMovie	binding "StartMovie" in SimpleMovieFrameMethods ~ table 00b2cd30
00970730	annotated	CSimpleMovieFrame_StopMovie	tag in src/ui/simple/CSimpleMovieFrameScript.cpp
00970770	table	CSimpleMovieFrame_EnableSubtitles	binding "EnableSubtitles" in SimpleMovieFrameMethods ~ table 00b2cd30
00970830	table	CSimpleColorSelect_GetColorWheelTexture	binding "GetColorWheelTexture" in SimpleColorSelectMethods ~ table 00b2cd50
009708b0	table	CSimpleColorSelect_SetColorWheelTexture	binding "SetColorWheelTexture" in SimpleColorSelectMethods ~ table 00b2cd50
009709e0	table	CSimpleColorSelect_GetColorWheelThumbTexture	binding "GetColorWheelThumbTexture" in SimpleColorSelectMethods ~ table 00b2cd50
00970bc0	table	CSimpleColorSelect_GetColorValueTexture	binding "GetColorValueTexture" in SimpleColorSelectMethods ~ table 00b2cd50
00970c40	table	CSimpleColorSelect_SetColorValueTexture	binding "SetColorValueTexture" in SimpleColorSelectMethods ~ table 00b2cd50
00970d70	table	CSimpleColorSelect_GetColorValueThumbTexture	binding "GetColorValueThumbTexture" in SimpleColorSelectMethods ~ table 00b2cd50
00970f50	table	CSimpleColorSelect_SetColorHSV	binding "SetColorHSV" in SimpleColorSelectMethods ~ table 00b2cd50
00970fd0	table	CSimpleColorSelect_GetColorHSV	binding "GetColorHSV" in SimpleColorSelectMethods ~ table 00b2cd50
00971050	table	CSimpleColorSelect_SetColorRGB	binding "SetColorRGB" in SimpleColorSelectMethods ~ table 00b2cd50
009710d0	table	CSimpleColorSelect_GetColorRGB	binding "GetColorRGB" in SimpleColorSelectMethods ~ table 00b2cd50
00971240	annotated	CSimpleStatusBar_GetOrientation	tag in src/ui/simple/CSimpleStatusBarScript.cpp
00971290	annotated	CSimpleStatusBar_SetOrientation	tag in src/ui/simple/CSimpleStatusBarScript.cpp
00971360	table	CSimpleStatusBar_GetMinMaxValues	binding "GetMinMaxValues" in SimpleStatusBarMethods ~ table 00b2cdb8
009713c0	table	CSimpleStatusBar_SetMinMaxValues	binding "SetMinMaxValues" in SimpleStatusBarMethods ~ table 00b2cdb8
009714f0	table	CSimpleStatusBar_GetValue	binding "GetValue" in SimpleStatusBarMethods ~ table 00b2cdb8
00971540	table	CSimpleStatusBar_SetValue	binding "SetValue" in SimpleStatusBarMethods ~ table 00b2cdb8
009715d0	annotated	CSimpleStatusBar_GetStatusBarTexture	tag in src/ui/simple/CSimpleStatusBarScript.cpp
00971650	table	CSimpleStatusBar_SetStatusBarTexture	binding "SetStatusBarTexture" in SimpleStatusBarMethods ~ table 00b2cdb8
00971800	annotated	CSimpleStatusBar_GetStatusBarColor	tag in src/ui/simple/CSimpleStatusBarScript.cpp
00971910	table	CSimpleStatusBar_SetStatusBarColor	binding "SetStatusBarColor" in SimpleStatusBarMethods ~ table 00b2cdb8
00971970	annotated	CSimpleStatusBar_GetRotatesTexture	tag in src/ui/simple/CSimpleStatusBarScript.cpp
009719d0	annotated	CSimpleStatusBar_SetRotatesTexture	tag in src/ui/simple/CSimpleStatusBarScript.cpp
00971a90	annotated	CSimpleSlider_GetThumbTexture	tag in src/ui/simple/CSimpleSliderScript.cpp
00971b10	table	CSimpleSlider_SetThumbTexture	binding "SetThumbTexture" in SimpleSliderMethods ~ table 00b2ce20
00971c70	annotated	CSimpleSlider_GetOrientation	tag in src/ui/simple/CSimpleSliderScript.cpp
00971cc0	table	CSimpleSlider_SetOrientation	binding "SetOrientation" in SimpleSliderMethods ~ table 00b2ce20
00971d90	table	CSimpleSlider_GetMinMaxValues	binding "GetMinMaxValues" in SimpleSliderMethods ~ table 00b2ce20
00971df0	table	CSimpleSlider_SetMinMaxValues	binding "SetMinMaxValues" in SimpleSliderMethods ~ table 00b2ce20
00971eb0	table	CSimpleSlider_GetValue	binding "GetValue" in SimpleSliderMethods ~ table 00b2ce20
00971f00	table	CSimpleSlider_SetValue	binding "SetValue" in SimpleSliderMethods ~ table 00b2ce20
00971f80	annotated	CSimpleSlider_GetValueStep	tag in src/ui/simple/CSimpleSliderScript.cpp
00971fd0	table	CSimpleSlider_SetValueStep	binding "SetValueStep" in SimpleSliderMethods ~ table 00b2ce20
00972050	table	CSimpleSlider_IsEnabled	binding "IsEnabled" in SimpleSliderMethods ~ table 00b2ce20
009720e0	table	CSimpleSlider_Enable	binding "Enable" in SimpleSliderMethods ~ table 00b2ce20
00972150	table	CSimpleSlider_Disable	binding "Disable" in SimpleSliderMethods ~ table 00b2ce20
00972210	annotated	CSimpleScrollFrame_SetScrollChild	tag in src/ui/simple/CSimpleScrollFrameScript.cpp
00972410	table	CSimpleScrollFrame_GetScrollChild	binding "GetScrollChild" in SimpleScrollFrameMethods ~ table 00b2ce90
00972490	table	CSimpleScrollFrame_SetHorizontalScroll	binding "SetHorizontalScroll" in SimpleScrollFrameMethods ~ table 00b2ce90
00972560	table	CSimpleScrollFrame_SetVerticalScroll	binding "SetVerticalScroll" in SimpleScrollFrameMethods ~ table 00b2ce90
00972630	table	CSimpleScrollFrame_GetHorizontalScroll	binding "GetHorizontalScroll" in SimpleScrollFrameMethods ~ table 00b2ce90
00972690	table	CSimpleScrollFrame_GetVerticalScroll	binding "GetVerticalScroll" in SimpleScrollFrameMethods ~ table 00b2ce90
009726f0	table	CSimpleScrollFrame_GetHorizontalScrollRange	binding "GetHorizontalScrollRange" in SimpleScrollFrameMethods ~ table 00b2ce90
00972750	table	CSimpleScrollFrame_GetVerticalScrollRange	binding "GetVerticalScrollRange" in SimpleScrollFrameMethods ~ table 00b2ce90
009727b0	annotated	CSimpleScrollFrame_UpdateScrollChildRect	tag in src/ui/simple/CSimpleScrollFrameScript.cpp
00972920	annotated	CSimpleMessageFrame_SetFont	tag in src/ui/simple/CSimpleMessageFrameScript.cpp
00972980	annotated	CSimpleMessageFrame_GetFont	tag in src/ui/simple/CSimpleMessageFrameScript.cpp
009729e0	annotated	CSimpleMessageFrame_SetTextColor	tag in src/ui/simple/CSimpleMessageFrameScript.cpp
009732f0	table	CSimpleScrollingMessageFrame_ScrollUp	binding "ScrollUp" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973330	table	CSimpleScrollingMessageFrame_ScrollDown	binding "ScrollDown" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973370	table	CSimpleScrollingMessageFrame_PageUp	binding "PageUp" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009733b0	table	CSimpleScrollingMessageFrame_PageDown	binding "PageDown" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009733f0	table	CSimpleScrollingMessageFrame_ScrollToTop	binding "ScrollToTop" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973430	table	CSimpleScrollingMessageFrame_ScrollToBottom	binding "ScrollToBottom" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973470	order	CSimpleScrollingMessageFrame::SetScrollOffset	binding table name SetScrollOffset, in definition order in src/ui/simple/CSimpleScrollingMessageFrame.cpp
009734d0	table	CSimpleScrollingMessageFrame_AtTop	binding "AtTop" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973530	table	CSimpleScrollingMessageFrame_AtBottom	binding "AtBottom" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973640	table	CSimpleScrollingMessageFrame_GetNumMessages	binding "GetNumMessages" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009736a0	table	CSimpleScrollingMessageFrame_GetNumLinesDisplayed	binding "GetNumLinesDisplayed" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009736f0	table	CSimpleScrollingMessageFrame_GetCurrentScroll	binding "GetCurrentScroll" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009737a0	table	CSimpleScrollingMessageFrame_GetMaxLines	binding "GetMaxLines" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
009737f0	table	CSimpleScrollingMessageFrame_SetMaxLines	binding "SetMaxLines" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973c40	table	CSimpleScrollingMessageFrame_SetHyperlinksEnabled	binding "SetHyperlinksEnabled" in SimpleScrollingMessageFrameMethods ~ table 00b2cee0
00973e30	order	HTMLFont_SetFont	binding table name HTMLFont_SetFont, in definition order in src/ui/simple/CSimpleHTMLScript.cpp
00973ea0	order	HTMLFont_GetFont	binding table name HTMLFont_GetFont, in definition order in src/ui/simple/CSimpleHTMLScript.cpp
00973f00	order	HTMLFont_SetTextColor	binding table name HTMLFont_SetTextColor, in definition order in src/ui/simple/CSimpleHTMLScript.cpp
009748f0	annotated	CSimpleHTML_GetTextTypeArg	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974a10	annotated	CSimpleHTML_SetFontObject	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974a70	annotated	CSimpleHTML_GetFontObject	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974ad0	annotated	CSimpleHTML_SetFont	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974b30	annotated	CSimpleHTML_GetFont	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974b90	annotated	CSimpleHTML_SetTextColor	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974bf0	annotated	CSimpleHTML_GetTextColor	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974c50	annotated	CSimpleHTML_SetShadowColor	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974cb0	annotated	CSimpleHTML_GetShadowColor	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974d10	annotated	CSimpleHTML_SetShadowOffset	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974d70	annotated	CSimpleHTML_GetShadowOffset	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974dd0	annotated	CSimpleHTML_SetSpacing	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974e30	annotated	CSimpleHTML_GetSpacing	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974e90	annotated	CSimpleHTML_SetJustifyH	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974ef0	annotated	CSimpleHTML_GetJustifyH	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974f50	annotated	CSimpleHTML_SetJustifyV	tag in src/ui/simple/CSimpleHTMLScript.cpp
00974fb0	annotated	CSimpleHTML_GetJustifyV	tag in src/ui/simple/CSimpleHTMLScript.cpp
00975010	annotated	CSimpleHTML_SetIndentedWordWrap	tag in src/ui/simple/CSimpleHTMLScript.cpp
00975070	annotated	CSimpleHTML_GetIndentedWordWrap	tag in src/ui/simple/CSimpleHTMLScript.cpp
009750d0	table	CSimpleHTML_SetText	binding "SetText" in SimpleHTMLMethods ~ table 00b2d150
00975120	annotated	CSimpleHTML_SetHyperlinkFormat	tag in src/ui/simple/CSimpleHTMLScript.cpp
009751a0	annotated	CSimpleHTML_GetHyperlinkFormat	tag in src/ui/simple/CSimpleHTMLScript.cpp
009751e0	annotated	CSimpleHTML_SetHyperlinksEnabled	tag in src/ui/simple/CSimpleHTMLScript.cpp
00975240	annotated	CSimpleHTML_GetHyperlinksEnabled	tag in src/ui/simple/CSimpleHTMLScript.cpp
00975310	annotated	CSimpleEditBox_SetFontObject	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975370	annotated	CSimpleEditBox_GetFontObject	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009753d0	annotated	CSimpleEditBox_SetFont	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975430	annotated	CSimpleEditBox_GetFont	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975490	annotated	CSimpleEditBox_SetTextColor	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009754f0	annotated	CSimpleEditBox_GetTextColor	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975550	annotated	CSimpleEditBox_SetShadowColor	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009755b0	annotated	CSimpleEditBox_GetShadowColor	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975610	annotated	CSimpleEditBox_SetShadowOffset	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975670	annotated	CSimpleEditBox_GetShadowOffset	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009756d0	annotated	CSimpleEditBox_SetSpacing	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975730	annotated	CSimpleEditBox_GetSpacing	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975790	annotated	CSimpleEditBox_SetJustifyH	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009757f0	annotated	CSimpleEditBox_GetJustifyH	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975850	annotated	CSimpleEditBox_SetJustifyV	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009758b0	annotated	CSimpleEditBox_GetJustifyV	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975910	annotated	CSimpleEditBox_SetIndentedWordWrap	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975970	annotated	CSimpleEditBox_GetIndentedWordWrap	tag in src/ui/simple/CSimpleEditBoxScript.cpp
009759d0	annotated	CSimpleEditBox_SetAutoFocus	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975a20	annotated	CSimpleEditBox_IsAutoFocus	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975a80	annotated	CSimpleEditBox_SetCountInvisibleLetters	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975ad0	annotated	CSimpleEditBox_IsCountInvisibleLetters	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975b30	annotated	CSimpleEditBox_SetMultiLine	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975b80	annotated	CSimpleEditBox_IsMultiLine	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975be0	annotated	CSimpleEditBox_SetNumeric	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975c30	annotated	CSimpleEditBox_IsNumeric	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975c90	annotated	CSimpleEditBox_SetPassword	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975ce0	annotated	CSimpleEditBox_IsPassword	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975d40	annotated	CSimpleEditBox_SetBlinkSpeed	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975dc0	annotated	CSimpleEditBox_GetBlinkSpeed	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975e10	annotated	CSimpleEditBox_Insert	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00975e80	table	CSimpleEditBox_SetText	binding "SetText" in SimpleEditBoxMethods ~ table 00b2d210
00975f10	table	CSimpleEditBox_GetText	binding "GetText" in SimpleEditBoxMethods ~ table 00b2d210
00975f80	annotated	CSimpleEditBox_SetNumber	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00976010	annotated	CSimpleEditBox_GetNumber	tag in src/ui/simple/CSimpleEditBoxScript.cpp
00976080	table	CSimpleEditBox_HighlightText	binding "HighlightText" in SimpleEditBoxMethods ~ table 00b2d210
00976110	annotated	CSimpleEditBox_AddHistoryLine	tag in src/ui/simple/CSimpleEditBoxScript.cpp
